phone,email_id,school,grade,source,Submitted At
911100221454,s2m_test_20458@tests2m.com,Aakruti Techno School,Grade 1,rfmsms,4/17/20 16:06
911100221455,s2m_test_20459@tests2m.com,Kamala Niketan Montessori school,Grade 2,T1KRMSMS,4/17/20 16:09
911100221456,s2m_test_20460@tests2m.com,Gitanjali Devshala,Grade 1,rfmsms,4/17/20 16:16
911100221457,s2m_test_20461@tests2m.com,GTA Vidhya mandir,Grade 1,rfmsms,4/17/20 16:32
911100221458,s2m_test_20462@tests2m.com,B. D. Memorial,Grade 4,TEB11SMS,4/17/20 16:33
911100221459,s2m_test_20463@tests2m.com,Kchcs,Grade 2,TEB12SMS,4/17/20 16:36
911100221460,s2m_test_20464@tests2m.com,St Josephâ€™s high school wadala,Grade 3,rfmsms,4/17/20 16:36
911100221461,s2m_test_20465@tests2m.com,DPS Megacity Kolkata,Grade 4,rfmsms,4/17/20 16:41
911100221462,s2m_test_20466@tests2m.com,Harvest International School,Grade 2,rfmsms,4/17/20 16:41
911100221463,s2m_test_20467@tests2m.com,Hriday Arora,Grade 1,rfmsms,4/17/20 16:43
911100221464,s2m_test_20468@tests2m.com,B.D.MEMORIAL,Grade 4,TEB12SMS,4/17/20 16:45
911100221465,s2m_test_20469@tests2m.com,Royale concord international school,Grade 4,rfmsms,4/17/20 16:47
911100221466,s2m_test_20470@tests2m.com,Delhi public school,Grade 3,rfmsms,4/17/20 17:15
911100221467,s2m_test_20471@tests2m.com,GTA VIDYA MANDIR,Grade 2,rfmsms,4/17/20 17:18
911100221468,s2m_test_20472@tests2m.com,Calorx public school,Grade 4,ntfuiuser,4/17/20 17:28
911100221469,s2m_test_20473@tests2m.com,RMK School,Grade 3,rfmsms,4/17/20 17:30
911100221251,s2m_test_20252@tests2m.com,Kerela public School,Grade 1,ntfuiuser,4/17/20 17:31
911100221470,s2m_test_20474@tests2m.com,SRV Public School,Grade 4,TEB2BSMS,4/17/20 17:37
911100221471,s2m_test_20475@tests2m.com,Greenwood high school,Grade 2,T1KRMSMS,4/17/20 17:40
911100221472,s2m_test_20476@tests2m.com,DPS megacity,Grade 3,rfmsms,4/17/20 17:43
911100221433,s2m_test_20437@tests2m.com,SBOA JC,Grade 2,rfmsms,4/17/20 18:11
911100221473,s2m_test_20477@tests2m.com,Chinmaya vidyalaya,Grade 3,rfmsms,4/17/20 18:17
911100221474,s2m_test_20478@tests2m.com,Dps,Grade 1,rfmsms,4/17/20 18:47
911100221475,s2m_test_20479@tests2m.com,Sishya,Grade 1,rfmsms,4/17/20 20:07
911100221476,s2m_test_20480@tests2m.com,Tges wadi,Grade 3,rfmsms,4/17/20 20:24
911100221110,s2m_test_20111@tests2m.com,Kamala Niketan Montessori School(CBSE),Grade 2,TEB2BSMS,4/18/20 1:54
911100221477,s2m_test_20481@tests2m.com,Aps golconda,Grade 2,rfmsms,4/18/20 2:16
911100221478,s2m_test_20482@tests2m.com,Greenwood High school,Grade 4,TEB3SMS,4/18/20 3:33
911100221479,s2m_test_20483@tests2m.com,Shri ram global school Delhi west,Grade 1,TEB3SMS,4/18/20 3:33
911100221480,s2m_test_20484@tests2m.com,City montessery school,Grade 4,TEB3SMS,4/18/20 3:34
911100221481,s2m_test_20485@tests2m.com,"Sri Sankara senior secondary school,  adyar , chennai",Grade 1,TEB3SMS,4/18/20 3:34
911100221482,s2m_test_20486@tests2m.com,"S.S. Mody Vidya Vihar, Jhunjhunu",Grade 3,TEB3SMS,4/18/20 3:35
911100221483,s2m_test_20487@tests2m.com,Icse board,Grade 4,TEB3SMS,4/18/20 3:35
911100221484,s2m_test_20488@tests2m.com,KLE,Grade 1,TEB3SMS,4/18/20 3:36
911100221485,s2m_test_20489@tests2m.com,Sishya,Grade 4,TEB3SMS,4/18/20 3:36
911100221486,s2m_test_20490@tests2m.com,"DPS, Panvel",Grade 4,TEB3SMS,4/18/20 3:37
911100221487,s2m_test_20491@tests2m.com,Dps,Grade 3,TEB3SMS,4/18/20 3:37
911100221488,s2m_test_20492@tests2m.com,Techno India Group Public School,Grade 1,TEB3SMS,4/18/20 3:38
911100221489,s2m_test_20493@tests2m.com,APS Delhi Cantt,Grade 3,TEB3SMS,4/18/20 3:39
911100221490,s2m_test_20494@tests2m.com,Alex,Grade 1,TEB3SMS,4/18/20 3:39
911100221491,s2m_test_20495@tests2m.com,St. Peters High School,Grade 1,TEB3SMS,4/18/20 3:40
911100221492,s2m_test_20496@tests2m.com,Dps,Grade 1,TEB3SMS,4/18/20 3:41
911100221493,s2m_test_20497@tests2m.com,ACHS,Grade 4,TEB3SMS,4/18/20 3:41
911100221494,s2m_test_20498@tests2m.com,NSN Memorial,Grade 4,TEB3SMS,4/18/20 3:41
911100221495,s2m_test_20499@tests2m.com,Anugraha international school,Grade 4,TEB3SMS,4/18/20 3:42
911100221496,s2m_test_20500@tests2m.com,SRM PUBLIC SCHOOL,Grade 2,rfmsms,4/18/20 3:42
911100221497,s2m_test_20501@tests2m.com,Bdmi,Grade 4,TEB3SMS,4/18/20 3:43
911100221498,s2m_test_20502@tests2m.com,Sri Kumarans childrenâ€™s home,Grade 1,TEB3SMS,4/18/20 3:46
911100221499,s2m_test_20503@tests2m.com,Aps delhi cantt,Grade 4,TEB3SMS,4/18/20 3:47
911100221500,s2m_test_20504@tests2m.com,Shriram univarsal School,Grade 1,rfmsms,4/18/20 3:47
911100221501,s2m_test_20505@tests2m.com,Dps,Grade 1,TEB3SMS,4/18/20 3:48
911100221502,s2m_test_20506@tests2m.com,Little angel,Grade 1,TEB3SMS,4/18/20 3:52
911100221503,s2m_test_20507@tests2m.com,delhi public school,Grade 1,TEB3SMS,4/18/20 3:53
911100221504,s2m_test_20508@tests2m.com,Krishnamal ramasubbyaier,Grade 1,TEB3SMS,4/18/20 3:53
911100221505,s2m_test_20509@tests2m.com,Kush,Grade 3,TEB3SMS,4/18/20 3:53
911100221506,s2m_test_20510@tests2m.com,Vedanta Academy,Grade 2,TEB3SMS,4/18/20 3:54
911100221507,s2m_test_20511@tests2m.com,Aakruthi school,Grade 4,TEB3SMS,4/18/20 3:56
911100221508,s2m_test_20512@tests2m.com,Manjushree Public school,Grade 3,TEB3SMS,4/18/20 3:58
911100221509,s2m_test_20513@tests2m.com,Maharaja Agarsain Public School Ashok Vihar,Grade 4,TEB3SMS,4/18/20 3:59
911100221510,s2m_test_20514@tests2m.com,Harishree Vidyalaya,Grade 2,TEB3SMS,4/18/20 4:00
911100221511,s2m_test_20515@tests2m.com,Pathania Public School,Grade 1,TEB3SMS,4/18/20 4:00
911100221512,s2m_test_20516@tests2m.com,School of India,Grade 4,TEB3SMS,4/18/20 4:01
911100221513,s2m_test_20517@tests2m.com,CMS,Grade 1,TEB3SMS,4/18/20 4:01
911100221514,s2m_test_20518@tests2m.com,Padma subramanium bala bavan matric hr sec school,Grade 4,TEB3SMS,4/18/20 4:02
911100221515,s2m_test_20519@tests2m.com,TCIS,Grade 2,TEB3SMS,4/18/20 4:03
911100221516,s2m_test_20520@tests2m.com,CMS,Grade 1,TEB3SMS,4/18/20 4:03
911100221517,s2m_test_20521@tests2m.com,DAV.matric.hr.sec.school,Grade 3,TEB3SMS,4/18/20 4:04
911100221518,s2m_test_20522@tests2m.com,DPS South Bengaluru,Grade 3,TEB3SMS,4/18/20 4:04
911100221519,s2m_test_20523@tests2m.com,Srv public school,Grade 3,TEB3SMS,4/18/20 4:05
911100221520,s2m_test_20524@tests2m.com,Rankersschool,Grade 1,TEB3SMS,4/18/20 4:05
911100221521,s2m_test_20525@tests2m.com,Parmarth international school,Grade 2,TEB3SMS,4/18/20 4:05
911100221522,s2m_test_20526@tests2m.com,Sangam,Grade 2,rfmsms,4/18/20 4:05
911100221523,s2m_test_20527@tests2m.com,Nikumbh Raj Wadhwa,Grade 4,TEB3SMS,4/18/20 4:05
911100221524,s2m_test_20528@tests2m.com,Gowtham Model School,Grade 2,TEB3SMS,4/18/20 4:05
911100221525,s2m_test_20529@tests2m.com,Shree Ram Welfare Society High School,Grade 4,TEB3SMS,4/18/20 4:07
911100221526,s2m_test_20530@tests2m.com,Delhi public school,Grade 3,TEB3SMS,4/18/20 4:10
911100221527,s2m_test_20531@tests2m.com,Delhi Public School,Grade 2,T1KRMSMS,4/18/20 4:15
911100221528,s2m_test_20532@tests2m.com,Dps,Grade 4,TEB3SMS,4/18/20 4:16
911100221529,s2m_test_20533@tests2m.com,Sboa school and junior college,Grade 4,TEB3SMS,4/18/20 4:17
911100221530,s2m_test_20534@tests2m.com,Green wood,Grade 3,TEB3SMS,4/18/20 4:17
911100221531,s2m_test_20535@tests2m.com,Edify school Bengaluru Kanakapura main road,Grade 1,rfmsms,4/18/20 4:21
911100221532,s2m_test_20536@tests2m.com,DPS MEGACITY KOLKATA,Grade 3,TEB3SMS,4/18/20 4:22
911100221533,s2m_test_20537@tests2m.com,Delhi Public school Bangalore South,Grade 3,TEB3SMS,4/18/20 4:22
911100221365,s2m_test_20368@tests2m.com,Greenwood High School,Grade 2,rfmsms,4/18/20 4:23
911100221534,s2m_test_20538@tests2m.com,Kamala niketan Montessori school,Grade 3,TEB3SMS,4/18/20 4:24
911100221535,s2m_test_20539@tests2m.com,Nan matriculation hr.Sec.school,Grade 4,TEB3SMS,4/18/20 4:31
911100221536,s2m_test_20540@tests2m.com,Asian Christian high school,Grade 1,TEB3SMS,4/18/20 4:32
911100221537,s2m_test_20541@tests2m.com,Bharathiya vidya bhavans atmakuriramarao school,Grade 4,rfmsms,4/18/20 4:33
911100221538,s2m_test_20542@tests2m.com,Sri Sri Ravi Shankar Vidya Mandir,Grade 2,TEB3SMS,4/18/20 4:33
911100221539,s2m_test_20543@tests2m.com,NSN memorial,Grade 3,TEB3SMS,4/18/20 4:35
911100221540,s2m_test_20544@tests2m.com,Samashti International School,Grade 2,TEB3SMS,4/18/20 4:36
911100221535,s2m_test_20539@tests2m.com,NSN Matriculation. Hr.sec.school,Grade 4,TEB3SMS,4/18/20 4:36
911100221541,s2m_test_20545@tests2m.com,Delhi Public School Megacity Kolkata,Grade 4,TEB3SMS,4/18/20 4:36
911100221542,s2m_test_20546@tests2m.com,DPS,Grade 4,TEB3SMS,4/18/20 4:41
911100221543,s2m_test_20547@tests2m.com,"The Millennium School, Amritsar",Grade 4,TEB3SMS,4/18/20 4:41
911100221544,s2m_test_20548@tests2m.com,Little star school,Grade 4,TEB3SMS,4/18/20 4:42
911100221545,s2m_test_20549@tests2m.com,The shri ram universal school,Grade 4,TEB3SMS,4/18/20 4:42
911100221546,s2m_test_20550@tests2m.com,Nsn,Grade 4,TEB3SMS,4/18/20 4:43
911100221547,s2m_test_20551@tests2m.com,Sri Aurobindo International School,Grade 2,T1KRMSMS,4/18/20 4:45
911100221548,s2m_test_20552@tests2m.com,Sboa school and junior college,Grade 4,TEB3SMS,4/18/20 4:46
911100221549,s2m_test_20553@tests2m.com,B.D.Memorial,Grade 2,TEB3SMS,4/18/20 4:49
911100221550,s2m_test_20554@tests2m.com,RBGS,Grade 4,TEB3SMS,4/18/20 4:49
911100221551,s2m_test_20555@tests2m.com,Maple Tree School,Grade 4,TEB2ASMS,4/18/20 4:50
911100221552,s2m_test_20556@tests2m.com,SBOA School & Junior College,Grade 2,rfmsms,4/18/20 4:51
911100221553,s2m_test_20557@tests2m.com,DPS,Grade 3,TEB3SMS,4/18/20 4:56
911100221554,s2m_test_20558@tests2m.com,Kamala nikten,Grade 4,TEB3SMS,4/18/20 4:57
911100221555,s2m_test_20559@tests2m.com,AKR,Grade 1,TEB3SMS,4/18/20 4:59
911100221556,s2m_test_20560@tests2m.com,delhi public school megacity kolkata,Grade 1,TEB3SMS,4/18/20 5:02
911100221557,s2m_test_20561@tests2m.com,Pushpalata vidya mandir school,Grade 2,TEB2ASMS,4/18/20 5:02
911100221558,s2m_test_20562@tests2m.com,kamalaniketan montessori school,Grade 3,TEB12SMS,4/18/20 5:03
911100221559,s2m_test_20563@tests2m.com,Asian Christian High school,Grade 4,TEB3SMS,4/18/20 5:09
911100221560,s2m_test_20564@tests2m.com,Kothari international school,Grade 4,TEB3SMS,4/18/20 5:09
911100221561,s2m_test_20565@tests2m.com,Delhi public schools,Grade 3,TEB3SMS,4/18/20 5:10
911100221562,s2m_test_20566@tests2m.com,Paramita,Grade 1,TEB2ASMS,4/18/20 5:14
911100221563,s2m_test_20567@tests2m.com,DPS Megacity,Grade 1,TEB3SMS,4/18/20 5:19
911100221564,s2m_test_20568@tests2m.com,NSN Memorial,Grade 3,TEB3SMS,4/18/20 5:20
911100221565,s2m_test_20569@tests2m.com,Mahathma Montessori,Grade 2,rfmsms,4/18/20 5:20
911100221566,s2m_test_20570@tests2m.com,SBOA SCHOOL & JR COLLEGE,Grade 3,T1KRMSMS,4/18/20 5:20
911100221567,s2m_test_20571@tests2m.com,Mahadevi Birla World Academy,Grade 4,TEB3SMS,4/18/20 5:25
911100221568,s2m_test_20572@tests2m.com,Nsn matriculation chromepet,Grade 1,TEB3SMS,4/18/20 5:27
911100221569,s2m_test_20377@tests2m.com,K. L. E. School saundatti,Grade 4,rfmsms,4/18/20 5:30
911100221570,s2m_test_20573@tests2m.com,Kerala Public  Schools  Mango,Grade 4,ntfuiuser,4/18/20 5:31
911100221571,s2m_test_20574@tests2m.com,BDMI,Grade 1,TEB3SMS,4/18/20 5:31
911100221374,s2m_test_20377@tests2m.com,K. L. E.  School saundatti,Grade 4,rfmsms,4/18/20 5:35
911100221572,s2m_test_20575@tests2m.com,KLE,Grade 1,TEB3SMS,4/18/20 5:35
911100221573,s2m_test_20576@tests2m.com,S.B.O.A  SCHOOL & JUNIOR COLLEGE,Grade 4,TEB3SMS,4/18/20 5:36
911100221023,s2m_test_20024@tests2m.com,Kerela public school mango,Grade 4,ntfuiuser,4/18/20 5:42
911100221374,s2m_test_20377@tests2m.com,K. L. E  school savadatti,Grade 4,rfmsms,4/18/20 5:43
911100221574,s2m_test_20577@tests2m.com,Don Bosco School,Grade 1,rfmsms,4/18/20 5:45
911100221575,s2m_test_20578@tests2m.com,Delhi public school South,Grade 1,TEB3SMS,4/18/20 5:47
911100221576,s2m_test_20579@tests2m.com,B.D.M. INTERNATIONAL,Grade 1,TEB3SMS,4/18/20 5:47
911100221577,s2m_test_20580@tests2m.com,Sri Sri Academy,Grade 4,ntfuiuser,4/18/20 5:50
911100221578,s2m_test_20581@tests2m.com,Velammal vidhyashram,Grade 2,TEB3SMS,4/18/20 5:54
911100221579,s2m_test_20582@tests2m.com,Bharatiya Vidya Bhavans Atmakuri Rama Rao School,Grade 2,ntfuiuser,4/18/20 5:56
911100221430,s2m_test_20583@tests2m.com,Excel global school,Grade 4,rfmsms,4/18/20 6:02
911100221414,s2m_test_20417@tests2m.com,Kamalaniketan montessori school,Grade 1,TEB2BSMS,4/18/20 6:03
911100221431,s2m_test_20435@tests2m.com,Amrit Vidyalaya,Grade 2,rfmsms,4/18/20 6:10
911100221580,s2m_test_20584@tests2m.com,Greenwood high school,Grade 2,rfmsms,4/18/20 6:13
911100221581,s2m_test_20585@tests2m.com,Kamala Niketan Montessori School (CBSE),Grade 3,TEB2ASMS,4/18/20 6:15
911100221582,s2m_test_20586@tests2m.com,St Paul School Rajkot,Grade 1,rfmsms,4/18/20 6:16
911100221583,s2m_test_20587@tests2m.com,Kamala niketan montessori school(cbse),Grade 4,TEB3SMS,4/18/20 6:18
911100221584,s2m_test_20588@tests2m.com,Kamala niketan Montessori school,Grade 2,TEB11SMS,4/18/20 6:19
911100221585,s2m_test_20589@tests2m.com,Maharaja agarsain public school,Grade 4,TEB3SMS,4/18/20 6:23
911100221586,s2m_test_20590@tests2m.com,N.s.N,Grade 2,TEB3SMS,4/18/20 6:25
911100221587,s2m_test_20591@tests2m.com,Rankers school,Grade 4,T1KRMSMS,4/18/20 6:31
911100221588,s2m_test_20592@tests2m.com,Kohinoor International School,Grade 3,TEB3SMS,4/18/20 6:32
911100221589,s2m_test_20593@tests2m.com,School of India,Grade 4,T1KRMSMS,4/18/20 6:35
911100221590,s2m_test_20594@tests2m.com,KLE school,Grade 3,TEB3SMS,4/18/20 6:38
911100221591,s2m_test_20595@tests2m.com,"Parvathy, s anugrahaa international school",Grade 4,TEB3SMS,4/18/20 6:47
911100221592,s2m_test_20596@tests2m.com,Sushmitha Venkatesan,Grade 2,rfmsms,4/18/20 6:51
911100221593,s2m_test_20597@tests2m.com,Delhi World School,Grade 3,TEB3SMS,4/18/20 6:51
911100221594,s2m_test_20598@tests2m.com,Narayana,Grade 3,ntfuiuser,4/18/20 6:51
911100221595,s2m_test_20599@tests2m.com,Dav gopalapuram chennai,Grade 1,TEB3SMS,4/18/20 6:53
911100221596,s2m_test_20600@tests2m.com,Al burooj International School,Grade 1,T1KRMSMS,4/18/20 6:54
911100221597,s2m_test_20601@tests2m.com,Army Public School RK Puram Secunderabaf,Grade 4,TEB11SMS,4/18/20 6:55
911100221598,s2m_test_20602@tests2m.com,MSB Educational Institute,Grade 4,TEB3SMS,4/18/20 6:58
911100221599,s2m_test_20603@tests2m.com,SCad world school,Grade 3,TEB3SMS,4/18/20 7:02
911100221600,s2m_test_20604@tests2m.com,Mahavir Institute Of Education &Research,Grade 1,TEB3SMS,4/18/20 7:21
911100221601,s2m_test_20605@tests2m.com,Manav Rachna International school,Grade 2,TEB2ASMS,4/18/20 7:25
911100221602,s2m_test_20606@tests2m.com,Jawahar Vidhyalaya Senior sec school,Grade 2,rfmsms,4/18/20 7:30
911100221603,s2m_test_20607@tests2m.com,Nsn memorial,Grade 2,TEB11SMS,4/18/20 7:34
911100221604,s2m_test_20608@tests2m.com,The millennium school,Grade 2,TEB3SMS,4/18/20 7:35
911100221605,s2m_test_20609@tests2m.com,Indusvally World School,Grade 3,TEB3SMS,4/18/20 7:42
911100221606,s2m_test_20610@tests2m.com,Delhi public school,Grade 3,TEB12SMS,4/18/20 7:48
911100221607,s2m_test_20611@tests2m.com,Kamala niketan montessori school,Grade 3,TEB3SMS,4/18/20 7:50
911100221608,s2m_test_20612@tests2m.com,Delhi Public School,Grade 1,rfmsms,4/18/20 7:54
911100221609,s2m_test_20613@tests2m.com,Don Bosco School,Grade 1,TEB3SMS,4/18/20 7:55
911100221610,s2m_test_20614@tests2m.com,TCIS,Grade 3,TEB3SMS,4/18/20 8:04
911100221611,s2m_test_20615@tests2m.com,SRM public school,Grade 3,T1KRMSMS,4/18/20 8:06
911100221612,s2m_test_20616@tests2m.com,Manjushree public school,Grade 2,TEB3SMS,4/18/20 8:10
911100221613,s2m_test_20617@tests2m.com,Rankers school,Grade 4,TEB3SMS,4/18/20 8:19
911100221614,s2m_test_20598@tests2m.com,Bvhjhj,Grade 3,ntfuiuser,4/18/20 8:22
911100221615,s2m_test_20618@tests2m.com,Sri Kumarans children home,Grade 2,TEB3SMS,4/18/20 8:23
911100221616,s2m_test_20619@tests2m.com,Sishya omr,Grade 2,TEB3SMS,4/18/20 8:25
911100221617,s2m_test_20620@tests2m.com,Auxilium,Grade 1,TEB3SMS,4/18/20 8:33
911100221618,s2m_test_20621@tests2m.com,Rosemary Public  School,Grade 2,TEB3SMS,4/18/20 8:35
911100221619,s2m_test_20622@tests2m.com,Kamala Niketan Montessori School,Grade 2,TEB3SMS,4/18/20 8:47
911100221620,s2m_test_20623@tests2m.com,Al Burooj International School,Grade 2,TEB3SMS,4/18/20 8:52
911100221492,s2m_test_20496@tests2m.com,Delhi public school,Grade 1,TEB3SMS,4/18/20 9:03
911100221621,s2m_test_20624@tests2m.com,DPS South Bangalore,Grade 1,rfmsms,4/18/20 9:09
911100221622,s2m_test_20625@tests2m.com,Delhi public school,Grade 2,TEB3SMS,4/18/20 9:10
911100221623,s2m_test_20626@tests2m.com,Braintree International School,Grade 3,TEB2ASMS,4/18/20 9:14
911100221624,s2m_test_20627@tests2m.com,"Brian tree international school, Bongaigaon",Grade 4,TEB3SMS,4/18/20 9:25
911100221625,s2m_test_20628@tests2m.com,Mwsbarnala,Grade 1,TEB3SMS,4/18/20 9:32
911100221548,s2m_test_20629@tests2m.com,SBOAJC,Grade 4,TEB3SMS,4/18/20 9:43
911100221572,s2m_test_20575@tests2m.com,KLE Rajajinagar Bangalore,Grade 1,TEB3SMS,4/18/20 9:46
911100221626,s2m_test_20630@tests2m.com,Sboa school  junior and college,Grade 4,TEB3SMS,4/18/20 9:52
911100221520,s2m_test_20631@tests2m.com,Rankerschool,Grade 1,TEB3SMS,4/18/20 10:06
911100221627,s2m_test_20632@tests2m.com,St. Joseph's Anglo Indian Girls HR Sec School,Grade 4,TEB3SMS,4/18/20 10:12
911100221628,s2m_test_20633@tests2m.com,Kamala niketan montessori school(cbse),Grade 3,TEB3SMS,4/18/20 10:19
911100221629,s2m_test_20634@tests2m.com,DPS North Bangalore,Grade 1,rfmsms,4/18/20 10:21
911100221630,s2m_test_20635@tests2m.com,N.S.N. Memorial,Grade 3,TEB11SMS,4/18/20 10:24
911100221493,s2m_test_20636@tests2m.com,Asian chirstian high school,Grade 4,TEB3SMS,4/18/20 10:29
911100221582,s2m_test_20586@tests2m.com,St Paul's school,Grade 1,rfmsms,4/18/20 10:30
911100221631,s2m_test_20637@tests2m.com,Holy angel school,Grade 3,TEB3SMS,4/18/20 10:36
911100221631,s2m_test_20637@tests2m.com,Holy Angel School,Grade 3,TEB3SMS,4/18/20 10:41
911100221632,s2m_test_20638@tests2m.com,MAHATMA CBSC,Grade 1,T1KRMSMS,4/18/20 10:41
911100221633,s2m_test_20639@tests2m.com,KLE  English   Medium  School,Grade 3,TEB3SMS,4/18/20 10:41
911100221634,s2m_test_20640@tests2m.com,The shriram universal school,Grade 4,rfmsms,4/18/20 10:43
911100221635,s2m_test_20641@tests2m.com,Sri Kumaranâ€™s children home,Grade 4,TEB3SMS,4/18/20 10:51
911100221636,s2m_test_20642@tests2m.com,K LE school,Grade 3,rfmsms,4/18/20 10:54
911100221635,s2m_test_20641@tests2m.com,Sri kumarans children home,Grade 2,TEB12SMS,4/18/20 10:54
911100221637,s2m_test_20643@tests2m.com,Aakruthi school,Grade 4,TEB3SMS,4/18/20 11:08
911100221638,s2m_test_20644@tests2m.com,Sri Kumaran Children home,Grade 1,TEB3SMS,4/18/20 11:10
911100221639,s2m_test_20645@tests2m.com,School of India,Grade 2,TEB2ASMS,4/18/20 11:15
911100221640,s2m_test_20646@tests2m.com,KLE school saundatti,Grade 3,ntfuiuser,4/18/20 11:21
911100221637,s2m_test_20643@tests2m.com,Aakruthi school,Grade 3,TEB3SMS,4/18/20 11:39
911100221641,s2m_test_20647@tests2m.com,WOI,Grade 4,rfmsms,4/18/20 11:43
911100221501,s2m_test_20648@tests2m.com,Dps,Grade 3,TEB3SMS,4/18/20 11:48
911100221634,s2m_test_20640@tests2m.com,The shriram universal school,Grade 3,rfmsms,4/18/20 11:52
911100221642,s2m_test_20509@tests2m.com,kush,Grade 3,TEB3SMS,4/18/20 11:56
911100221501,s2m_test_20505@tests2m.com,Dps,Grade 1,TEB3SMS,4/18/20 11:58
911100221643,s2m_test_20649@tests2m.com,Rankers school wanaparthy,Grade 1,TEB3SMS,4/18/20 12:05
911100221644,s2m_test_20650@tests2m.com,K L E SOCIETY'S SCHOOL,Grade 2,TEB3SMS,4/18/20 12:09
911100221243,s2m_test_20651@tests2m.com,Kamala niketan Montessori school's,Grade 1,TEB2ASMS,4/18/20 12:16
911100221645,s2m_test_20652@tests2m.com,Akara world school,Grade 3,T1KRMSMS,4/18/20 12:20
911100221646,s2m_test_20653@tests2m.com,Jodhamal public school,Grade 4,rfmsms,4/18/20 12:22
911100221647,s2m_test_20654@tests2m.com,Saint Paul School,Grade 4,rfmsms,4/18/20 12:34
911100221648,s2m_test_20655@tests2m.com,manjusri public school,Grade 4,TEB3SMS,4/18/20 12:35
911100221649,s2m_test_20656@tests2m.com,Greenwood high School,Grade 1,rfmsms,4/18/20 12:38
911100221650,s2m_test_20657@tests2m.com,Mahatma cbse,Grade 2,TEB3SMS,4/18/20 12:41
911100221651,s2m_test_20658@tests2m.com,DPS MEGACITY,Grade 4,T1KRMSMS,4/18/20 12:53
911100221652,s2m_test_20659@tests2m.com,nsn matriculation hr sec school,Grade 1,TEB12SMS,4/18/20 12:53
911100221649,s2m_test_20660@tests2m.com,Greenwoodhighschool,Grade 1,rfmsms,4/18/20 12:53
911100221525,s2m_test_20529@tests2m.com,Shree Ram Welfare Society High School,Grade 4,TEB3SMS,4/18/20 13:03
911100221207,s2m_test_20209@tests2m.com,Suchitra academy,Grade 1,TEB12SMS,4/18/20 13:07
911100221653,s2m_test_20661@tests2m.com,DPS Howrah,Grade 2,T1KRMSMS,4/18/20 13:08
911100221606,s2m_test_20610@tests2m.com,Delhi public school,Grade 3,TEB12SMS,4/18/20 13:10
911100221654,s2m_test_20662@tests2m.com,Sishya omr school,Grade 1,rfmsms,4/18/20 13:18
911100221655,s2m_test_20663@tests2m.com,Mahavir institute of education and research,Grade 4,TEB3SMS,4/18/20 13:20
911100221656,s2m_test_20664@tests2m.com,DPS MEGACITY,Grade 3,ntfuiuser,4/18/20 13:46
911100221657,s2m_test_20665@tests2m.com,Braintree International School,Grade 3,TEB11SMS,4/18/20 14:03
911100221658,s2m_test_20666@tests2m.com,Kamala niketan Montessori school,Grade 4,TEB3SMS,4/18/20 14:04
911100221623,s2m_test_20626@tests2m.com,Braintree International School,Grade 3,TEB2ASMS,4/18/20 14:07
911100221556,s2m_test_20667@tests2m.com,D P S megacity,Grade 1,TEB3SMS,4/18/20 14:25
911100221659,s2m_test_20668@tests2m.com,Chinmaya vidyalaya senior secondary school,Grade 2,ntfuiuser,4/18/20 14:48
911100221660,s2m_test_20669@tests2m.com,BGS  Model Public School,Grade 1,TEB3SMS,4/18/20 14:54
911100221661,s2m_test_20670@tests2m.com,1st class,Grade 1,rfmsms,4/18/20 15:03
911100221662,s2m_test_20671@tests2m.com,vijay kids krishnagiri,Grade 1,TEB3SMS,4/18/20 15:05
911100221663,s2m_test_20672@tests2m.com,"Delhi Public School,Megacity",Grade 3,TEB3SMS,4/18/20 15:11
911100221664,s2m_test_20673@tests2m.com,PSBB matriculation school,Grade 4,T1KRMSMS,4/18/20 15:27
911100221665,s2m_test_20674@tests2m.com,Ravindra Bharati global school,Grade 3,TEB3SMS,4/18/20 15:52
911100221666,s2m_test_20675@tests2m.com,Kamala Nikethan Montessori School,Grade 1,rfmsms,4/18/20 16:19
911100221667,s2m_test_20676@tests2m.com,St. Peter's high school,Grade 1,TEB3SMS,4/18/20 16:48
911100221668,s2m_test_20677@tests2m.com,Knms,Grade 4,TEB11SMS,4/18/20 16:54
911100221669,s2m_test_20678@tests2m.com,Delhi public school Electronic City,Grade 1,TEB3SMS,4/18/20 17:03
911100221670,s2m_test_20679@tests2m.com,BD Memorial,Grade 4,TEB3SMS,4/18/20 17:06
911100221671,s2m_test_20680@tests2m.com,Kamala niketan school,Grade 3,TEB2BSMS,4/19/20 1:26
911100221023,s2m_test_20024@tests2m.com,Kerela public school mango,Grade 4,ntfuiuser,4/19/20 2:40
911100221525,s2m_test_20529@tests2m.com,S R W S High School,Grade 4,TEB3SMS,4/19/20 2:59
911100221525,s2m_test_20529@tests2m.com,S R W  S High School,Grade 4,TEB3SMS,4/19/20 3:09
911100221672,s2m_test_20681@tests2m.com,Holy Angel School,Grade 3,rfmsms,4/19/20 3:24
911100221673,s2m_test_20682@tests2m.com,The Galaxy school,Grade 1,rfmsms,4/19/20 3:50
911100221674,s2m_test_20683@tests2m.com,N s n matric Hr sec school,Grade 3,rfmsms,4/19/20 3:54
911100221675,s2m_test_20684@tests2m.com,Brilliant National school,Grade 2,TEB3SMS,4/19/20 4:30
911100221676,s2m_test_20685@tests2m.com,Kamala Niketan Montessori school,Grade 4,TEB11SMS,4/19/20 4:51
