Batch,Enrolment Type,Grade, School,Phone,Parent Email,Booked Time,Attendance
"fREADom Trial - Grades 1,2 [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 1,Rankarsschool,911100221821,s2m_test_20833@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,City Montessori school,911100221816,s2m_test_20828@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,Delhi public school megacity kolkata,911100221818,s2m_test_20830@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,Kle English Medium school manjunath nagara,911100221822,s2m_test_20834@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 3,Ananya Singh,911100221805,s2m_test_20817@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 3,Kamaal niketan Montessori school,911100221158,s2m_test_20159@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,KNMS,911100221157,s2m_test_20158@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,P.s.senior secondary school,911100221817,s2m_test_20829@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Duplicate - Trial,Grade 4,KNMS,911100221159,s2m_test_20160@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,BDMI,911100221161,s2m_test_20162@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 2,BDM International school,911100221823,s2m_test_20835@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,Calorx public school,911100221166,s2m_test_20167@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 3,DPS Panvel,911100221169,s2m_test_20170@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 3,Lalji  Mehrotra lion's school,911100221172,s2m_test_21761@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 2,Rosemary Public  School,911100222742,s2m_test_20621@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 2,Kamala Niketan Montessori School,911100221619,s2m_test_20622@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,St Paul Rajkot,911100221177,s2m_test_20178@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 1,Al burooj International School,911100221596,s2m_test_20600@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 3,NA,911100221186,s2m_test_20187@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 1,Mahavir Institute Of Education &Research,911100221600,s2m_test_20604@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 2,Manav Rachna International school,911100221601,s2m_test_20605@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Tuesday, April 21, 2020",Trial,Grade 4,KlE,911100221184,s2m_test_20185@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 1,Delhi Public School,911100221608,s2m_test_20612@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Tuesday, April 21, 2020",Trial,Grade 1,NSN Memorial,911100221262,s2m_test_20262@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Tuesday, April 21, 2020",Trial,Grade 1,Oberoi International School,911100221820,s2m_test_20832@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Tuesday, April 21, 2020",Trial,Grade 3,Kamala niketan montessori school(cbse),911100221628,s2m_test_20633@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Tuesday, April 21, 2020",Trial,Grade 2,SRM Public school,911100221769,s2m_test_20780@tests2m.com,21-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Tuesday, April 21, 2020",Trial,Grade 2,Delhi Public School,911100221768,s2m_test_20779@tests2m.com,21-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 1,Vidhya sagar global school,911100221830,s2m_test_20844@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Duplicate - Trial,Grade 4,BANYAN INTERNATIONAL SCHOOL,911100221814,s2m_test_20826@tests2m.com,21-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,Shri Ram universal School Jammu,911100221807,s2m_test_20843@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,BDMI,911100221153,s2m_test_20154@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,"KLE Society English medium school, Gadag",911100222743,s2m_test_20839@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,NSN Memorial School,911100221197,s2m_test_20198@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,"Cms campus-II gomti nagar,lko",911100222744,s2m_test_20838@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Anandniketan Maninagar,911100221824,s2m_test_20837@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,KAMALA NIKETAN MONTESSORI SCHOOL (CBSE),911100221075,s2m_test_20199@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Sri Sri Academy,911100222745,s2m_test_21762@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Maple tree,911100221802,s2m_test_20814@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,Brilliant national school,911100221771,s2m_test_20782@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,NA,911100222746,s2m_test_21763@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Duplicate - Trial,Grade 2,Kamala niketan Montessori school,911100221584,s2m_test_20588@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Indus Valley World School,911100221203,s2m_test_20205@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Lml school,911100221205,s2m_test_20207@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Duplicate - Trial,Grade 2,Delhi Public School,911100221768,s2m_test_20779@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,NSN matriculation higher secondary school,911100221206,s2m_test_20208@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Duplicate - Trial,Grade 5,Stones2Milestones,911100222710,s2m_test_21732@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,Kamala Niketan Montessori school,911100221730,s2m_test_20740@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Duplicate - Trial,Grade 1,Delhi public school North Bangalore,911100221224,s2m_test_20226@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Aakruthi school nagol,911100221688,s2m_test_20698@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,NA,911100222747,s2m_test_21764@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 1,Dps,911100221731,s2m_test_20741@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,Brilliant National school,911100221675,s2m_test_20684@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 1,The Galaxy school,911100221673,s2m_test_20682@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Rankers techno school,911100221695,s2m_test_20705@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,Kerala Public School gamharia,911100221682,s2m_test_21765@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,Rishit Roy,911100221211,s2m_test_20213@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Army public school jodhpur,911100221217,s2m_test_20219@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,NA,911100222748,s2m_test_21766@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 1,NA,911100222749,s2m_test_21767@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Knms,911100221691,s2m_test_20701@tests2m.com,21-04-2020 18:00:00,absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Indus Valley World School,911100221212,s2m_test_20214@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 1,Sri Kumarans childrenâ€™s home,911100221498,s2m_test_20502@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,NSN Matriculation,911100221804,s2m_test_20816@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 1,St Paul School Rajkot,911100221582,s2m_test_20586@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,DPS Megacity,911100222750,s2m_test_21768@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,Holy Angel,911100221631,s2m_test_20637@tests2m.com,21-04-2020 18:00:00,absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,SBOA Chennai,911100222751,s2m_test_21769@tests2m.com,21-04-2020 18:00:00,absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,KNMS,911100221353,s2m_test_20355@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,Vedanta Academy,911100222752,s2m_test_21770@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,"SBOA, Chennai",911100222753,s2m_test_21771@tests2m.com,21-04-2020 18:00:00,absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,kamalaniketan montessori school,911100221558,s2m_test_20562@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,NA,911100222754,s2m_test_21772@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 2,NA,911100222755,s2m_test_21773@tests2m.com,21-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,Foundation Academy IIT campus Bihta Patna,911100221193,s2m_test_20194@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 3,TSUS SAMBA,911100221811,s2m_test_20823@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Tuesday, April 21, 2020",Trial,Grade 4,"Kerala public  school, kadma, JSR",911100221199,s2m_test_20201@tests2m.com,21-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,N. S. N Matriculation higher sec school,911100221214,s2m_test_20216@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,Swarnit Srivastava,911100221215,s2m_test_20217@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,Kamala niketan school,911100221219,s2m_test_20221@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,City Montessori School,911100221222,s2m_test_20224@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,NSN Memorial Senior Secondary School,911100221229,s2m_test_20230@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,DPS,911100221238,s2m_test_20239@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,DDPS,911100221245,s2m_test_20246@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,Foundation Academy,911100221249,s2m_test_20250@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Duplicate - Trial,Grade 4,NSN Memorial School,911100221255,s2m_test_20139@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,St manuâ€™s convent school,911100221319,s2m_test_20321@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,D Delhi public school Jamnagar,911100221070,s2m_test_20071@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,Lps,911100221879,s2m_test_20902@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,Delhi public school,911100221890,s2m_test_20905@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,NA,911100221883,s2m_test_20897@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,KLE,911100221882,s2m_test_20896@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,S.B.O.A School & Junior College,911100221878,s2m_test_20892@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,City Montessori school,911100221869,s2m_test_20883@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,Delhi public school,911100221866,s2m_test_20880@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,Skchp,911100221857,s2m_test_20871@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,Delhi public school south,911100221851,s2m_test_20865@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Cross word,911100221841,s2m_test_20855@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,Delhi public school,911100221834,s2m_test_20848@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,DPS Panvel,911100221891,s2m_test_20906@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,DAV BHEL SCHOOL,911100221899,s2m_test_20913@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Duplicate - Trial,Grade 2,Mohit manda,911100221894,s2m_test_20897@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,KLE international school,911100221888,s2m_test_20903@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Sri Sri Ravishankar Vidhyamandir,911100221881,s2m_test_20895@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,NSN,911100221897,s2m_test_20911@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,The Shri ram universal school,911100221874,s2m_test_20888@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,Delhi public school,911100221872,s2m_test_20886@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,NA,911100221870,s2m_test_21774@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Sri Sri ravishanker vidyamandir,911100221860,s2m_test_20874@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Sri Sri ravishankar vidya mandir,911100221901,s2m_test_20915@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,DPS Panvel,911100221859,s2m_test_20873@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Keshave,911100221902,s2m_test_20916@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,Delhi public school,911100221843,s2m_test_20857@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,Mahatma school,911100221845,s2m_test_20859@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,SSRVM,911100221847,s2m_test_20861@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,Samashti international school,911100221853,s2m_test_20867@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,AAKRUTHI TECHNO SCHOOL,911100221905,s2m_test_20919@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,SBOA school and junior college,911100221864,s2m_test_20878@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,Army Public School Golconda Hyderabad,911100221871,s2m_test_20885@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,Vijay millanium school,911100221900,s2m_test_20914@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,M b w a,911100221873,s2m_test_20887@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,K L E Society School Gadag,911100221875,s2m_test_20889@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,Edify,911100221885,s2m_test_20899@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Mahatma CBSC,911100221876,s2m_test_20890@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,India international School,911100221914,s2m_test_20928@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Ssrvm,911100221911,s2m_test_20925@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Sboa,911100221907,s2m_test_20921@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,APS Golconda Hyderabad,911100221912,s2m_test_20926@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,The Cambridge International School,911100221906,s2m_test_20920@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,Sri Aurobindo International School,911100221918,s2m_test_20932@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,akara world school,911100221919,s2m_test_20933@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,P G Garodia School,911100221920,s2m_test_20934@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Sadhvi,911100222756,s2m_test_21775@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 4,K L E Society School Gadag,911100221875,s2m_test_20889@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,"Sri Sri Ravi Shankar Vidhyamandir, Surat",911100221923,s2m_test_20937@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Duplicate - Trial,Grade 3,Jack999soni@gmail.com,911100221690,s2m_test_20700@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 4,P. P. SAVANI Cambridge International School,911100221924,s2m_test_20938@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,Delhi Public school,911100221930,s2m_test_20943@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,Srv,911100221933,s2m_test_20946@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 2,Delhi public school electronics city bangalore 560100,911100221937,s2m_test_20950@tests2m.com,22-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 1,velammal bodhi campus theni,911100221939,s2m_test_20952@tests2m.com,22-04-2020 11:45:00,Present
